Time;Country Name;Country Code;cod_pais_ano;School enrollment, primary (% gross) ;Poverty headcount ratio at national poverty lines (% of population) ;Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population) ;Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) ;Life expectancy at birth, total (years) ;deuda_hogares;diez_porc_mas_rico;uno_porc_mas_rico;Mobile cellular subscriptions (per 100 people) ;Secure Internet servers (per 1 million people) ;IDH
1980;Barbados;BRB;1980BRB;101.4028397;;;;72.222;;;;;;0.51
1980;Belize;BLZ;1980BLZ;109.262001;;;;69.577;;;;;;0.391
1980;British Virgin Islands;VGB;1980VGB;;;;;;;;;;;
1980;Cayman Islands;CYM;1980CYM;;;;;;;;;;;
1980;Cuba;CUB;1980CUB;110.5331116;;;;73.794;;;;;;0.468
1980;Curacao;CUW;1980CUW;;;;;;;;;;;
1980;Dominica;DMA;1980DMA;103.3795013;;;;;;;;;;
1980;Dominican Republic;DOM;1980DOM;112.5291595;;;;62.861;;;;;;0.323
1980;El Salvador;SLV;1980SLV;92.61554718;;;;56.394;;;;;;0.274
1980;Grenada;GRD;1980GRD;113.5784531;;;;67.879;;;;;;
1980;Guatemala;GTM;1980GTM;66.58611298;;;;57.272;;;;;;0.244
1980;Guyana;GUY;1980GUY;95.68779755;;;;62.498;;;;;;0.358
1980;Haiti;HTI;1980HTI;69.37010956;;;;51.009;;;;;;0.172
1980;Honduras;HND;1980HND;95.36947632;;;;59.632;;;;;;0.264
1980;Jamaica;JAM;1980JAM;103.6843872;;;;70.793;;;;;;0.405
1980;Nicaragua;NIC;1980NIC;85.84136963;;;;58.347;;;;;;0.257
1980;Panama;PAN;1980PAN;105.6909714;;;;70.192;;;;;;0.426
1980;Puerto Rico;PRI;1980PRI;;;;;73.7002439;;;;;;0.494
1980;Suriname;SUR;1980SUR;131.3276672;;;;65.575;;;;;;
1980;Trinidad and Tobago;TTO;1980TTO;102.5268478;;;;66.533;;;;;;0.455
1981;Brazil;BRA;1981BRA;;;60.3;21.4;62.976;;;;;;
1981;Bolivia;BOL;1981BOL;101.5398483;;;;50.883;;;;;;
1981;Chile;CHL;1981CHL;113.2436371;;;;69.655;;;;;;
1981;Costa Rica;CRI;1981CRI;105.7735901;;65.5;24.7;72.678;;;;;;
1981;Ecuador;ECU;1981ECU;117.4507523;;;;64.089;;;;;;
1981;Colombia;COL;1981COL;122.2849503;;;;67.38;;;;;;
1981;Mexico;MEX;1981MEX;122.4401016;;;;67.031;;;;;;
1981;Peru;PER;1981PER;110.8336105;;;;60.804;;;;;;
1981;Paraguay;PRY;1981PRY;104.208992;;;;67.192;;;;;;
1981;Argentina;ARG;1981ARG;107.6080093;;;;69.777;;;;;;
1981;Venezuela;VEN;1981VEN;106.3139725;;33.7;5.8;68.795;;;;;;
1981;Uruguay;URY;1981URY;122.4085236;;13.2;0;70.536;;;;;;
1981;Antigua and Barbuda;ATG;1981ATG;;;;;68.818;;;;;;
1981;Aruba;ABW;1981ABW;;;;;72.538;;;;;;
1981;Bahamas;BHS;1981BHS;101.7971115;;;;67.615;;;;;;
1981;Barbados;BRB;1981BRB;98.14096832;;;;72.618;;;;;;
1981;Belize;BLZ;1981BLZ;106.8145294;;;;69.921;;;;;;
1981;British Virgin Islands;VGB;1981VGB;107.0498886;;;;;;;;;;
1981;Cayman Islands;CYM;1981CYM;;;;;;;;;;;
1981;Cuba;CUB;1981CUB;105.5658417;;;;74.004;;;;;;
1981;Curacao;CUW;1981CUW;;;;;;;;;;;
1981;Dominica;DMA;1981DMA;101.3476486;;;;;;;;;;
1981;Dominican Republic;DOM;1981DOM;114.9396667;;;;63.234;;;;;;
1981;El Salvador;SLV;1981SLV;76.86894989;;;;56.658;;;;;;
1981;Grenada;GRD;1981GRD;107.8455887;;;;68.012;;;;;;
1981;Guatemala;GTM;1981GTM;70.42308807;;;;57.719;;;;;;
1981;Guyana;GUY;1981GUY;96.23396301;;;;62.565;;;;;;
1981;Haiti;HTI;1981HTI;76.01496124;;;;51.347;;;;;;
1981;Honduras;HND;1981HND;94.78289795;;;;60.427;;;;;;
1981;Jamaica;JAM;1981JAM;103.3507538;;;;71.012;;;;;;
1981;Nicaragua;NIC;1981NIC;;;;;58.757;;;;;;
1981;Panama;PAN;1981PAN;103.2813873;;;;70.537;;;;;;
1981;Puerto Rico;PRI;1981PRI;;;;;73.79746341;;;;;;
1981;Suriname;SUR;1981SUR;126.4255905;;;;65.873;;;;;;
1981;Trinidad and Tobago;TTO;1981TTO;101.2842484;;;;66.694;;;;;;
1982;Brazil;BRA;1982BRA;;;60;21.7;63.326;;;;;;
1982;Bolivia;BOL;1982BOL;;;;;51.427;;;;;;
1982;Chile;CHL;1982CHL;110.8084869;;;;70.239;;;;;;
1982;Costa Rica;CRI;1982CRI;102.8267593;;;;73.193;;;;;;
1982;Ecuador;ECU;1982ECU;119.4421387;;;;64.669;;;;;;
1982;Colombia;COL;1982COL;112.9922409;;;;67.802;;;;;;
1982;Mexico;MEX;1982MEX;122.6578522;;;;67.493;;;;;;
1982;Peru;PER;1982PER;114.1668091;;;;61.378;;;;;;
1982;Paraguay;PRY;1982PRY;103.1241608;;;;67.343;;;;;;
1982;Argentina;ARG;1982ARG;107.836998;;;;70.033;;;;;;
1982;Venezuela;VEN;1982VEN;107.8171997;;;;69.038;;;;;;
1982;Uruguay;URY;1982URY;112.8098831;;;;70.814;;;;;;
1982;Antigua and Barbuda;ATG;1982ATG;;;;;69.156;;;;;;
1982;Aruba;ABW;1982ABW;;;;;72.751;;;;;;
1982;Bahamas;BHS;1982BHS;100.427063;;;;67.769;;;;;;
1982;Barbados;BRB;1982BRB;98.25099945;;;;72.98;;;;;;
1982;Belize;BLZ;1982BLZ;107.5948868;;;;70.257;;;;;;
1982;British Virgin Islands;VGB;1982VGB;;;;;;;;;;;
1982;Cayman Islands;CYM;1982CYM;;;;;;;;;;;
1982;Cuba;CUB;1982CUB;102.8954163;;;;74.175;;;;;;
1982;Curacao;CUW;1982CUW;;;;;;;;;;;
1982;Dominica;DMA;1982DMA;106.4810791;;;;71.46341463;;;;;;
1982;Dominican Republic;DOM;1982DOM;118.1838684;;;;63.601;;;;;;
1982;El Salvador;SLV;1982SLV;86.16439056;;;;57.058;;;;;;
1982;Grenada;GRD;1982GRD;106.0374222;;;;68.128;;;;;;
1982;Guatemala;GTM;1982GTM;66.23526001;;;;58.183;;;;;;
1982;Guyana;GUY;1982GUY;97.50248718;;;;62.626;;;;;;
1982;Haiti;HTI;1982HTI;76.61818695;;;;51.668;;;;;;
1982;Honduras;HND;1982HND;100.8298569;;;;61.236;;;;;;
1982;Jamaica;JAM;1982JAM;104.7951279;;;;71.217;;;;;;
1982;Nicaragua;NIC;1982NIC;86.5639267;;;;59.196;;;;;;
1982;Panama;PAN;1982PAN;102.3283234;;;;70.858;;;;;;
1982;Puerto Rico;PRI;1982PRI;96.24105835;;;;73.90858537;;;;;;
1982;Suriname;SUR;1982SUR;132.4332733;;;;66.154;;;;;;
1982;Trinidad and Tobago;TTO;1982TTO;100.1723709;;;;66.854;;;;;;
1983;Brazil;BRA;1983BRA;;;66.6;27.7;63.68;;;;;;
1983;Bolivia;BOL;1983BOL;103.7264862;;;;51.98;;;;;;
1983;Chile;CHL;1983CHL;108.8064117;;;;70.782;;;;;;
1983;Costa Rica;CRI;1983CRI;101.0323563;;;;73.657;;;;;;
1983;Ecuador;ECU;1983ECU;120.5920715;;;;65.246;;;;;;
1983;Colombia;COL;1983COL;112.6027222;;;;68.187;;;;;;
1983;Mexico;MEX;1983MEX;122.5867996;;;;67.942;;;;;;
1983;Peru;PER;1983PER;112.7613831;;;;61.958;;;;;;
1983;Paraguay;PRY;1983PRY;105.1172409;;;;67.479;;;;;;
1983;Argentina;ARG;1983ARG;;;;;70.262;;;;;;
1983;Venezuela;VEN;1983VEN;107.6528473;;;;69.272;;;;;;
1983;Uruguay;URY;1983URY;107.2054367;;;;71.085;;;;;;
1983;Antigua and Barbuda;ATG;1983ATG;;;;;69.491;;;;;;
1983;Aruba;ABW;1983ABW;;;;;72.929;;;;;;
1983;Bahamas;BHS;1983BHS;100.8615112;;;;67.962;;;;;;
1983;Barbados;BRB;1983BRB;99.78620148;;;;73.303;;;;;;
1983;Belize;BLZ;1983BLZ;108.5352173;;;;70.575;;;;;;
1983;British Virgin Islands;VGB;1983VGB;112.7385025;;;;;;;;;;
1983;Cayman Islands;CYM;1983CYM;;;;;;;;;;;
1983;Cuba;CUB;1983CUB;103.0410919;;;;74.315;;;;;;
1983;Curacao;CUW;1983CUW;;;;;;;;;;;
1983;Dominica;DMA;1983DMA;;;;;;;;;;;
1983;Dominican Republic;DOM;1983DOM;111.2820892;;;;63.964;;;;;;
1983;El Salvador;SLV;1983SLV;89.09706116;;;;57.601;;;;;;
1983;Grenada;GRD;1983GRD;105.8915024;;;;68.234;;;;;;
1983;Guatemala;GTM;1983GTM;70.4179306;;;;58.661;;;;;;
1983;Guyana;GUY;1983GUY;97.10315704;;;;62.684;;;;;;
1983;Haiti;HTI;1983HTI;82.23103333;;;;51.987;;;;;;
1983;Honduras;HND;1983HND;102.3837891;;;;62.05;;;;;;
1983;Jamaica;JAM;1983JAM;104.6543808;;;;71.416;;;;;;
1983;Nicaragua;NIC;1983NIC;88.32375336;;;;59.671;;;;;;
1983;Panama;PAN;1983PAN;100.8672791;;;;71.163;;;;;;
1983;Puerto Rico;PRI;1983PRI;;;;;74.03663415;;;;;;
1983;Suriname;SUR;1983SUR;135.9250641;;;;66.409;;;;;;
1983;Trinidad and Tobago;TTO;1983TTO;99.83013916;;;;67.015;;;;;;
1984;Brazil;BRA;1984BRA;;;66.6;26.9;64.039;;;;;;
1984;Bolivia;BOL;1984BOL;109.3838882;;;;52.543;;;;;;
1984;Chile;CHL;1984CHL;104.9636307;;;;71.282;;;;;;
1984;Costa Rica;CRI;1984CRI;99.78486633;;;;74.07;;;;;;
1984;Ecuador;ECU;1984ECU;121.8936615;;;;65.814;;;;;;
1984;Colombia;COL;1984COL;110.8021393;;;;68.529;;;;;;
1984;Mexico;MEX;1984MEX;122.2036896;;;;68.38;;;;;;
1984;Peru;PER;1984PER;112.9955673;;;;62.542;;;;;;
1984;Paraguay;PRY;1984PRY;104.3211517;;;;67.603;;;;;;
1984;Argentina;ARG;1984ARG;106.028717;;;;70.466;;;;;;
1984;Venezuela;VEN;1984VEN;106.77005;;;;69.497;;;;;;
1984;Uruguay;URY;1984URY;106.0852432;;;;71.343;;;;;;
1984;Antigua and Barbuda;ATG;1984ATG;110.246727;;;;69.82;;;;;;
1984;Aruba;ABW;1984ABW;;;;;73.071;;;;;;
1984;Bahamas;BHS;1984BHS;95.93898773;;;;68.196;;;;;;
1984;Barbados;BRB;1984BRB;105.9583817;;;;73.585;;;;;;
1984;Belize;BLZ;1984BLZ;113.290947;;;;70.865;;;;;;
1984;British Virgin Islands;VGB;1984VGB;117.3043976;;;;;;;;;;
1984;Cayman Islands;CYM;1984CYM;;;;;;;;;;;
1984;Cuba;CUB;1984CUB;102.4351501;;;;74.427;;;;;;
1984;Curacao;CUW;1984CUW;;;;;;;;;;;
1984;Dominica;DMA;1984DMA;101.4434128;;;;;;;;;;
1984;Dominican Republic;DOM;1984DOM;113.2544479;;;;64.326;;;;;;
1984;El Salvador;SLV;1984SLV;91.41047668;;;;58.283;;;;;;
1984;Grenada;GRD;1984GRD;103.5941391;;;;68.341;;;;;;
1984;Guatemala;GTM;1984GTM;71.93965912;;;;59.154;;;;;;
1984;Guyana;GUY;1984GUY;96.42907715;;;;62.741;;;;;;
1984;Haiti;HTI;1984HTI;86.4553299;;;;52.309;;;;;;
1984;Honduras;HND;1984HND;103.8333282;;;;62.859;;;;;;
1984;Jamaica;JAM;1984JAM;103.6814804;;;;71.614;;;;;;
1984;Nicaragua;NIC;1984NIC;85.27758789;;;;60.189;;;;;;
1984;Panama;PAN;1984PAN;101.0362778;;;;71.453;;;;;;
1984;Puerto Rico;PRI;1984PRI;;;;;74.17763415;;;;;;
1984;Suriname;SUR;1984SUR;139.1317444;;;;66.631;;;;;;
1984;Trinidad and Tobago;TTO;1984TTO;96.68550873;;;;67.179;;;;;;
1985;Brazil;BRA;1985BRA;;;61.5;23.1;64.406;;;;;;0.358
1985;Bolivia;BOL;1985BOL;;;;;53.115;;;;;;0.289
1985;Chile;CHL;1985CHL;104.7394409;;;;71.737;;;;;;0.451
1985;Costa Rica;CRI;1985CRI;99.38948822;;;;74.429;;;;;;0.444
1985;Ecuador;ECU;1985ECU;121.8748474;;;;66.371;;;;;;0.397
1985;Colombia;COL;1985COL;109.0764771;;;;68.823;;;;;;0.374
1985;Mexico;MEX;1985MEX;119.8588409;;;;68.809;;;;;;0.417
1985;Peru;PER;1985PER;118.895813;;;;63.132;;;;;;0.367
1985;Paraguay;PRY;1985PRY;103.2693787;;;;67.723;;;;;;0.365
1985;Argentina;ARG;1985ARG;106.1743774;;;;70.65;;;;;;0.477
1985;Venezuela;VEN;1985VEN;107.433403;;;;69.715;;;;;;0.425
1985;Uruguay;URY;1985URY;106.9136124;;;;71.583;;;;;;0.474
1985;Antigua and Barbuda;ATG;1985ATG;;;;;70.137;;;;;;
1985;Aruba;ABW;1985ABW;;;;;73.181;;;;;;
1985;Bahamas;BHS;1985BHS;105.4462738;;;;68.474;;;;;;0.482
1985;Barbados;BRB;1985BRB;108.6804581;;;;73.825;;;;;;0.534
1985;Belize;BLZ;1985BLZ;113.8104477;;;;71.11;;;;;;0.398
1985;British Virgin Islands;VGB;1985VGB;119.3883438;;;;;;;;;;
1985;Cayman Islands;CYM;1985CYM;;;;;;;;;;;
1985;Cuba;CUB;1985CUB;100.8734131;;;;74.511;;;;;;0.48
1985;Curacao;CUW;1985CUW;;;;;;;;;;;
1985;Dominica;DMA;1985DMA;;;;;;;;;;;
1985;Dominican Republic;DOM;1985DOM;120.6348038;;;;64.692;;;;;;0.347
1985;El Salvador;SLV;1985SLV;;;;;59.097;;;;;;0.283
1985;Grenada;GRD;1985GRD;103.9721527;;;;68.462;;;;;;
1985;Guatemala;GTM;1985GTM;72.45855713;;;;59.661;;;;;;0.261
1985;Guyana;GUY;1985GUY;95.9228363;;;;62.801;;;;;;0.349
1985;Haiti;HTI;1985HTI;87.38578033;;;;52.637;;;;;;0.185
1985;Honduras;HND;1985HND;104.4590302;;;;63.643;;;;;;0.295
1985;Jamaica;JAM;1985JAM;102.7236023;;;;71.823;;;;;;0.41
1985;Nicaragua;NIC;1985NIC;87.09674072;;;;60.761;;;;;;0.272
1985;Panama;PAN;1985PAN;100.6876602;;;;71.732;;;;;;0.426
1985;Puerto Rico;PRI;1985PRI;;;;;74.30919512;;;;;;0.511
1985;Suriname;SUR;1985SUR;141.0406189;;;;66.819;;;;;;
1985;Trinidad and Tobago;TTO;1985TTO;96.56067657;;;;67.344;;;;;;0.455
1986;Brazil;BRA;1986BRA;;;42.4;10.5;64.782;;;;;;
1986;Bolivia;BOL;1986BOL;107.4294968;;;;53.695;;;;;;
1986;Chile;CHL;1986CHL;102.8753967;;;;72.148;;;;;;
1986;Costa Rica;CRI;1986CRI;100.3257294;;54.7;13.2;74.738;;;;;;
1986;Ecuador;ECU;1986ECU;123.0348587;;;;66.911;;;;;;
1986;Colombia;COL;1986COL;105.9875107;;;;69.065;;;;;;
1986;Mexico;MEX;1986MEX;118.4606705;;;;69.232;;;;;;
1986;Peru;PER;1986PER;113.7920303;;;;63.731;;;;;;
1986;Paraguay;PRY;1986PRY;101.5135422;;;;67.85;;;;;;
1986;Argentina;ARG;1986ARG;107.0245209;;4.9;0;70.825;;;;;;
1986;Venezuela;VEN;1986VEN;107.4001923;;;;69.923;;;;;;
1986;Uruguay;URY;1986URY;106.016243;;;;71.804;;;;;;
1986;Antigua and Barbuda;ATG;1986ATG;;;;;70.44;;;;;;
1986;Aruba;ABW;1986ABW;;;;;73.262;;;;;;
1986;Bahamas;BHS;1986BHS;106.6216583;;;;68.793;;;;;;
1986;Barbados;BRB;1986BRB;;;;;74.029;;;;;;
1986;Belize;BLZ;1986BLZ;112.5246201;;;;71.294;;;;;;
1986;British Virgin Islands;VGB;1986VGB;;;;;;;;;;;
1986;Cayman Islands;CYM;1986CYM;;;;;;;;;;;
1986;Cuba;CUB;1986CUB;100.7660294;;;;74.566;;;;;;
1986;Curacao;CUW;1986CUW;;;;;;;;;;;
1986;Dominica;DMA;1986DMA;95.48866272;;;;;;;;;;
1986;Dominican Republic;DOM;1986DOM;120.7906265;;28.4;5.2;65.065;;;;;;
1986;El Salvador;SLV;1986SLV;;;;;60.025;;;;;;
1986;Grenada;GRD;1986GRD;101.4663467;;;;68.612;;;;;;
1986;Guatemala;GTM;1986GTM;72.09387207;;84.8;48.6;60.176;;;;;;
1986;Guyana;GUY;1986GUY;96.56181335;;;;62.869;;;;;;
1986;Haiti;HTI;1986HTI;89.59082794;;;;52.97;;;;;;
1986;Honduras;HND;1986HND;107.0302963;;;;64.382;;;;;;
1986;Jamaica;JAM;1986JAM;102.0707779;;;;72.056;;;;;;
1986;Nicaragua;NIC;1986NIC;84.22902679;;;;61.394;;;;;;
1986;Panama;PAN;1986PAN;101.0454025;;;;72;;;;;;
1986;Puerto Rico;PRI;1986PRI;;;;;74.40039024;;;;;;
1986;Suriname;SUR;1986SUR;143.6405334;;;;66.978;;;;;;
1986;Trinidad and Tobago;TTO;1986TTO;94.86576843;;;;67.507;;;;;;
1987;Brazil;BRA;1987BRA;;;52.9;17.8;65.165;;;;;;
1987;Bolivia;BOL;1987BOL;114.0451126;;;;54.284;;;;;;
1987;Chile;CHL;1987CHL;;;52.8;11.7;72.524;;;;;;
1987;Costa Rica;CRI;1987CRI;100.1987076;;;;75.006;;;;;;
1987;Ecuador;ECU;1987ECU;124.9509277;;55.2;17.6;67.436;;;;;;
1987;Colombia;COL;1987COL;107.2115479;;;;69.266;;;;;;
1987;Mexico;MEX;1987MEX;116.9375076;;;;69.649;;;;;;
1987;Peru;PER;1987PER;114.112442;;;;64.338;;;;;;
1987;Paraguay;PRY;1987PRY;101.5497284;;;;67.993;;;;;;
1987;Argentina;ARG;1987ARG;107.3918076;;8.3;0;71.001;;;;;;
1987;Venezuela;VEN;1987VEN;106.5496368;;36.5;6.1;70.123;;;;;;
1987;Uruguay;URY;1987URY;106.0397491;;;;72.008;;;;;;
1987;Antigua and Barbuda;ATG;1987ATG;;;;;70.728;;;;;;
1987;Aruba;ABW;1987ABW;;;;;73.325;;;;;;
1987;Bahamas;BHS;1987BHS;;;;;69.139;;;;;;
1987;Barbados;BRB;1987BRB;;;;;74.206;;;;;;
1987;Belize;BLZ;1987BLZ;113.926712;;;;71.405;;;;;;
1987;British Virgin Islands;VGB;1987VGB;;;;;;;;;;;
1987;Cayman Islands;CYM;1987CYM;;;;;;;;;;;
1987;Cuba;CUB;1987CUB;101.5328827;;;;74.595;;;;;;
1987;Curacao;CUW;1987CUW;;;;;;;;;;;
1987;Dominica;DMA;1987DMA;99.72670746;;;;71.96341463;;;;;;
1987;Dominican Republic;DOM;1987DOM;;;;;65.443;;;;;;
1987;El Salvador;SLV;1987SLV;102.1403198;;;;61.024;;;;;;
1987;Grenada;GRD;1987GRD;112.0656281;;;;68.798;;;;;;
1987;Guatemala;GTM;1987GTM;73.88601685;;;;60.694;;;;;;
1987;Guyana;GUY;1987GUY;98.97840118;;;;62.95;;;;;;
1987;Haiti;HTI;1987HTI;75.47512054;;;;53.302;;;;;;
1987;Honduras;HND;1987HND;;;;;65.062;;;;;;
1987;Jamaica;JAM;1987JAM;104.5300522;;;;72.317;;;;;;
1987;Nicaragua;NIC;1987NIC;86.08434296;;;;62.079;;;;;;
1987;Panama;PAN;1987PAN;101.1407394;;;;72.257;;;;;;
1987;Puerto Rico;PRI;1987PRI;;;;;74.43097561;;;;0.118023378;;
1987;Suriname;SUR;1987SUR;131.6317139;;;;67.113;;;;;;
1987;Trinidad and Tobago;TTO;1987TTO;97.63954163;;;;67.666;;;;;;
1988;Brazil;BRA;1988BRA;;;55;20.1;65.553;;;;;;
1988;Bolivia;BOL;1988BOL;;;;;54.881;;;;;;
1988;Chile;CHL;1988CHL;100.1350021;;;;72.872;;;;;;
1988;Costa Rica;CRI;1988CRI;101.0726089;;;;75.243;;;;;;
1988;Ecuador;ECU;1988ECU;125.3583832;;;;67.943;;;;;;
1988;Colombia;COL;1988COL;107.0624313;;;;69.436;;;;;;
1988;Mexico;MEX;1988MEX;114.8070526;;;;70.062;;;;0.001856695;;
1988;Peru;PER;1988PER;114.3986969;;;;64.949;;;;;;
1988;Paraguay;PRY;1988PRY;102.5393295;;;;68.157;;;;;;
1988;Argentina;ARG;1988ARG;107.9663467;;;;71.186;;;;;;
1988;Venezuela;VEN;1988VEN;106.0423889;;;;70.312;;;;0.009626262;;
1988;Uruguay;URY;1988URY;106.4090195;;;;72.201;;;;;;
1988;Antigua and Barbuda;ATG;1988ATG;;;;;71.004;;;;;;
1988;Aruba;ABW;1988ABW;;;;;73.378;;;;;;
1988;Bahamas;BHS;1988BHS;;;;;69.496;;;;;;
1988;Barbados;BRB;1988BRB;;;;;74.372;;;;;;
1988;Belize;BLZ;1988BLZ;113.1033096;;;;71.437;;;;;;
1988;British Virgin Islands;VGB;1988VGB;;;;;;;;;;;
1988;Cayman Islands;CYM;1988CYM;;;;;;;;;;;
1988;Cuba;CUB;1988CUB;100.9178238;;;;74.607;;;;;;
1988;Curacao;CUW;1988CUW;;;;;;;;;;;
1988;Dominica;DMA;1988DMA;99.92861938;;;;;;;;;;
1988;Dominican Republic;DOM;1988DOM;;;;;65.822;;;;;;
1988;El Salvador;SLV;1988SLV;103.7881927;;;;62.044;;;;;;
1988;Grenada;GRD;1988GRD;114.6531677;;;;69.024;;;;;;
1988;Guatemala;GTM;1988GTM;75.20308685;;;;61.214;;;;;;
1988;Guyana;GUY;1988GUY;103.2041016;;;;63.046;;;;;;
1988;Haiti;HTI;1988HTI;;;;;53.628;;;;;;
1988;Honduras;HND;1988HND;107.1667709;;;;65.679;;;;;;
1988;Jamaica;JAM;1988JAM;102.5814514;;46.2;6.2;72.601;;;;;;
1988;Nicaragua;NIC;1988NIC;86.17237091;;;;62.803;;;;;;
1988;Panama;PAN;1988PAN;100.2465515;;;;72.506;;;;;;
1988;Puerto Rico;PRI;1988PRI;;;;;74.39409756;;;;0.260044907;;
1988;Suriname;SUR;1988SUR;130.8516693;;;;67.233;;;;;;
1988;Trinidad and Tobago;TTO;1988TTO;98.3755188;;22.3;0.7;67.816;;;;;;
1989;Brazil;BRA;1989BRA;;;52.2;18.3;65.947;;;;;;
1989;Bolivia;BOL;1989BOL;103.2028198;;;;55.486;;;;;;
1989;Chile;CHL;1989CHL;101.1376266;;;;73.198;;;;0.037415503;;
1989;Costa Rica;CRI;1989CRI;101.093071;;42.4;12;75.456;;;;;;
1989;Ecuador;ECU;1989ECU;123.8361893;;;;68.431;;;;;;
1989;Colombia;COL;1989COL;107.2529984;;;;69.591;;;;;;
1989;Mexico;MEX;1989MEX;113.6941681;;40.1;7.1;70.469;;;;0.010319425;;
1989;Peru;PER;1989PER;114.7178497;;;;65.56;;;;;;
1989;Paraguay;PRY;1989PRY;103.7971268;;;;68.343;;;;;;
1989;Argentina;ARG;1989ARG;;;;;71.384;;;;0.007154381;;
1989;Venezuela;VEN;1989VEN;105.6732025;;28.9;7.4;70.491;;;;0.019226283;;
1989;Uruguay;URY;1989URY;107.6940765;;9.8;0.6;72.386;;;;;;
1989;Antigua and Barbuda;ATG;1989ATG;;;;;71.267;;;;;;
1989;Aruba;ABW;1989ABW;;;;;73.425;;;;;;
1989;Bahamas;BHS;1989BHS;;;;;69.854;;;;;;
1989;Barbados;BRB;1989BRB;119.4540863;;;;74.534;;;;;;
1989;Belize;BLZ;1989BLZ;111.5556717;;;;71.386;;;;;;
1989;British Virgin Islands;VGB;1989VGB;;;;;;;;;;;
1989;Cayman Islands;CYM;1989CYM;;;;;;;;;;;
1989;Cuba;CUB;1989CUB;100.2672882;;;;74.615;;;;;;
1989;Curacao;CUW;1989CUW;;;;;;;;;;;
1989;Dominica;DMA;1989DMA;;;;;;;;;;;
1989;Dominican Republic;DOM;1989DOM;;;54.7;13.4;66.201;;;;;;
1989;El Salvador;SLV;1989SLV;101.3720169;;51.7;18;63.05;;;;;;
1989;Grenada;GRD;1989GRD;;;;;69.292;;;;;;
1989;Guatemala;GTM;1989GTM;;;72.8;36.1;61.735;;;;;;
1989;Guyana;GUY;1989GUY;107.5905533;;;;63.159;;;;;;
1989;Haiti;HTI;1989HTI;;;;;53.949;;;;;;
1989;Honduras;HND;1989HND;;;79.6;42.2;66.229;;;;;;
1989;Jamaica;JAM;1989JAM;103.8609085;30.5;;;72.903;;;;;;
1989;Nicaragua;NIC;1989NIC;83.31938934;;;;63.549;;;;;;
1989;Panama;PAN;1989PAN;101.0947113;;50.3;23.9;72.747;;;;;;
1989;Puerto Rico;PRI;1989PRI;;;;;74.29895122;;;;0.343868965;;
1989;Suriname;SUR;1989SUR;135.2421265;;;;67.341;;;;;;
1989;Trinidad and Tobago;TTO;1989TTO;97.04773712;;;;67.957;;;;;;
1990;Brazil;BRA;1990BRA;;;57.8;21.6;66.343;;;;0.000447641;;0.383
1990;Bolivia;BOL;1990BOL;105.7126465;;49.7;7.1;56.099;;;;;;0.308
1990;Chile;CHL;1990CHL;102.6298904;;46.1;8.1;73.509;;;0.2421;0.104869268;;0.484
1990;Costa Rica;CRI;1990CRI;101.3110733;;39.9;9.9;75.654;;;;;;0.469
1990;Ecuador;ECU;1990ECU;122.8990097;;;;68.899;;;;;;0.421
1990;Colombia;COL;1990COL;107.5102997;;;;69.75;;;;;;0.391
1990;Mexico;MEX;1990MEX;112.2526321;;;;70.866;;;;0.076153937;;0.433
1990;Peru;PER;1990PER;114.9659195;;;;66.165;;;;0.007475727;;0.386
1990;Paraguay;PRY;1990PRY;105.0550385;;18.3;1.2;68.545;;;;;;0.377
1990;Argentina;ARG;1990ARG;106.9124298;;;;71.594;;;;0.036788768;;0.498
1990;Venezuela;VEN;1990VEN;106.5024567;;;;70.658;;;;0.037804343;;0.451
1990;Uruguay;URY;1990URY;108.628067;;;;72.569;;;;;;0.505
1990;Antigua and Barbuda;ATG;1990ATG;;;;;71.52;;;;;;
1990;Aruba;ABW;1990ABW;;;;;73.468;;;;;;
1990;Bahamas;BHS;1990BHS;98.34101105;;;;70.199;;;;0.750127818;;0.495
1990;Barbados;BRB;1990BRB;114.4669189;;;;74.704;;;;;;0.553
1990;Belize;BLZ;1990BLZ;112.7352982;;;;71.242;;;;;;0.43
1990;British Virgin Islands;VGB;1990VGB;118.9189224;;;;;;;;;;
1990;Cayman Islands;CYM;1990CYM;;;;;;;;;;;
1990;Cuba;CUB;1990CUB;99.10183716;;;;74.638;;;;;;0.482
1990;Curacao;CUW;1990CUW;;;;;;;;;;;
1990;Dominica;DMA;1990DMA;106.5401688;;;;;;;;;;
1990;Dominican Republic;DOM;1990DOM;;;;;66.574;;;;0.044382178;;0.367
1990;El Salvador;SLV;1990SLV;;;;;64;;;;;;0.326
1990;Grenada;GRD;1990GRD;117.179863;;;;69.598;;;;0.155713114;;
1990;Guatemala;GTM;1990GTM;72.57926178;;;;62.261;;;;0.003162845;;0.279
1990;Guyana;GUY;1990GUY;;;;;63.287;;;;;;0.359
1990;Haiti;HTI;1990HTI;;;;;54.265;;;;;;0.2
1990;Honduras;HND;1990HND;104.535347;;81.7;44.3;66.723;;;;;;0.315
1990;Jamaica;JAM;1990JAM;102.698761;28.4;50.2;4.6;73.204;;;;;;0.42
1990;Nicaragua;NIC;1990NIC;86.28694916;;;;64.293;;;;;;0.278
1990;Panama;PAN;1990PAN;100.6708069;;;;72.982;;;;;;0.429
